name,namex,category,price_elasticity,price_mean,impressions_mean,intercept,slope
"Asus - 27 IPS LED HD GSync Monitor - Black""",350,"monitor, computer",0.106158973,2.578947368,1.609331378,1.438486412,0.066246007
Sherwood - 200W 2.0-Ch. A/V Home Theater Receiver - Black,351,"receiver, amplifier, home",-0.266666667,0.884210526,0.048884825,0.061920778,-0.014743042
naxa - 2.1-Channel Soundbar with 50-Watt Digital Amplifier - Black,352,"sound, speaker, home",-0.064102978,0.315789474,-0.058853573,-0.062626263,0.011946849
Samsung UN65KS9500 65-inch Smart 4K UHD TV,353,"tv, 4k, television",18.29898649,12.10526316,-0.002631579,0.045523649,-0.003978041
"Samsung 55 Class 4K (2160P) Smart LED TV (UN55KU7000)""",354,"tv, 4k, television",-1.714285714,31.57894737,-0.026315789,-0.071428571,0.001428571
"Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""",355,"laptop, computer",-0.901889158,8,0.260310816,0.495082318,-0.029346438
TP-Link AV500 2-port Powerline Starter Kit,356,"networking, adapter, switch",0.522819617,0.105263158,-0.048027265,-0.022917669,-0.238541166
PNY - XLR8 NVIDIA GeForce GTX 1080 8GB GDDR5X PCI Express 3.0 Graphics Card - Black/Red,357,"graphic, card, computer",-0.77090301,1,0.064718615,0.11461039,-0.049891775
Toshiba - 2.0-Channel Soundbar with 16-Watt Digital Amplifier - Black,358,"sound, speaker, home",1.93442623,0.49122807,0.038220551,-0.035714286,0.150510204
AVR-X2400H 7.2-Channel Network A/V Receiver,359,"receiver, amplifier, home",-0.080221931,1.096491228,0.518265518,0.559841779,-0.03791755
"Details About Asus Q304 13.3 Laptop I5 2.5 Ghz 6gb 1tb Hdd Win 10 (q304uabhi5t11)""",360,"laptop, computer",-0.101380189,1.047619048,0.468235361,0.515705151,-0.045312072
Toshiba - Canvio Basics 1TB External USB 3.0 Portable Hard Drive - White,361,"drive, storage, hard",1.428271479,0.105263158,0.019571287,-0.008381824,0.265554548
"LG - 75 Class - LED - UJ6470 Series - 2160p - Smart - 4K UHD TV with HDR""",362,"tv, 4k, television",-0.12750701,7.827067669,1.200672734,1.353766924,-0.019559584
HP Pavilion 24-inch All-in-One Computer,363,desktop,-3.75,8.289473684,0.00877193,0.041666667,-0.003968254
DSLR Value Pack with Nikon School Online Course,364,"camera, bag",-0.533671014,6.115037594,1.133259872,1.738047817,-0.098901754
Onkyo TX-8270 2 Channel Network Stereo Receiver with 4k HDMI,365,"receiver, amplifier, home",-0.262217957,0.736842105,0.258925935,0.326820965,-0.092143255
instax mini 8 Instant Film Camera and Groovy Case Kit (Raspberry),366,"camera, shoot, point",-0.403817023,2.947368421,-0.162028177,-0.227457912,0.022199375
"Samsung - 40 Class - LED - MU6290 Series - 2160p - Smart - 4K Ultra HD TV with HDR""",367,"tv, television, led",0.47337519,2.394736842,1.524646045,0.802916433,0.301381596
House of Marley EM-DH003-PS TTR Noise-Cancelling Over-Ear Headphones (Black),368,headphone,-1.403601541,25.68421053,0.113192019,0.272068511,-0.006185765
Sony - 2.1-Channel Soundbar System with Wireless Subwoofer and Digital Amplifier - Black,369,"sound, speaker, home",-0.129105259,1.478696742,3.233689616,3.651175953,-0.28233398
12.3 32GB Multi-Touch 2-in-1 Chromebook Plus,370,"laptop, computer",1.133544486,3.587719298,0.465692213,-0.062190627,0.147136049
YU2 Powered Desktop Speakers (Glossy Red),371,"speaker, audio",-2.8,6.631578947,0.098684211,0.375,-0.041666667
"Samsung - Galaxy Tab E - 9.6 - 16GB - Black""",372,"tablet, computer, ipad",2.04555029,0.631578947,0.006610276,-0.006911376,0.021409281
"Kenwood KFC-1653MRW 6.5 2-way Marine Speakers Pair (White)""",373,"car, speaker, subwoofer",0.49186568,4.512280702,6.110871815,3.105143696,0.666121706
Toshiba Micro Component Speaker System: Wireless Bluetooth Speaker Sound System with FM,374,"audio, shelf, tabletop",0.136363636,3.333333333,-0.041353383,-0.035714286,-0.001691729
Onkyo TXNR757 7.2 Channel Wireless A/V Receiver w/ HDCP2.2/HDR DTS _ Bluetooth,375,"receiver, amplifier, home",-4.921850925,15.84210526,0.009603895,0.056872833,-0.002983754
SiliconDust HDHomeRun CONNECT Quatro Live TV for Cord Cutters 4-Tuner (HDHR5-4US) with Terk Indoor Flat 4K HDTV Multi-Directional Antenna,376,"tv, streaming, medium",1.50729927,0.736842105,0.047619048,-0.024157108,0.097410497
Pioneer TS-SWX2502 10 inch Shallow-Mount Pre-Loaded Enclosure,377,"car, speaker, subwoofer",-18.82676697,2.74354067,0.006653403,0.131915478,-0.045657087
W650D-Series 48-Class Full HD Smart LED TV,378,"tv, television, led",-8.856863702,8.555555556,-0.012672167,-0.124907821,0.013118453
"Samsung - 65 Class - LED - Q7F Series - 2160p - Smart - 4K UHD TV with HDR""",379,"tv, television, led",3.440430819,8.518796992,0.202270382,-0.493626874,0.081689616
"HP - Stream 14 Laptop - Intel Celeron - 4GB - 32GB eMMC Flash Memory - Office 365 Personal 1-Year Subscription Included - Aqua blue""",380,"laptop, computer",0.567442063,0.842105263,-0.083929023,-0.036304165,-0.056554519
"Sony XBR-65A8F 65 BRAVIA OLED 4K HDR TV""",381,"tv, television, led",2.422459893,0.263157895,-0.016541353,0.023529412,-0.152268908
Energizer Nikon D5100/3100 Battery Grip,382,"camera, camcorder, action",0.875525628,8.815789474,0.097739541,0.012166068,0.009706842
Reference Premiere RP-440C Center Speaker (Ebony),383,"speaker, center, channel",-0.006685402,0.210526316,0.149578854,0.150578849,-0.004749975
"Samsung - 55 Class - LED - Q8F Series - 2160p - Smart - 4K UHD TV with HDR""",384,"tv, television, led",15.02052427,6.059649123,0.053827751,-0.754693292,0.13342704
Memorex CD/Cassette Recorder Boombox MP3 AM/FM FlexBeats MP3262 with Aux line in jack - Black,385,"radio, portable, satellite",-1.341414141,3.789473684,0.118421053,0.277272727,-0.041919192
Phantom 530 Full-Tower Case (Black),386,"case, computer",-0.009098127,0.105263158,1.277372335,1.288994031,-0.110406106
"Samsung Leather Flip Book Cover Case for Samsung Galaxy Note 10.1 2014 Edition - Black Retail Packaging""",387,"case, computer",1,58.84210526,-0.026315789,-1.73E-17,-0.000447227
Hisense 50H4D Roku 50-inch HD Smart DLED TV,388,"tv, television, led",-0.64797617,5.684210526,0.082518797,0.135989011,-0.009406797
Sennheiser - HD 800 Over-the-Ear Headphones - Silver/Black,389,headphone,6.070398169,1.013415893,0.03551643,-0.180082441,0.212744711
Aeon 58.3 x 104.1 16:9 Fixed Frame Projection Screen with CineWhite Projection Surface,390,"screen, projector, projection",-0.992163926,3.763157895,0.210962928,0.420272734,-0.055620788
V-MODA - Crossfade Wireless Headphones - Gunmetal Black,391,headphone,3.237127371,0.30075188,0.035042735,-0.078395062,0.377180674
Ecoxgear Ecocarbon Bluetooth Waterproof Speaker (black),392,"speaker, portable, bluetooth",-0.406257764,0.605263158,0.103093741,0.144976374,-0.069197393
Details About Kicker Hp402bt Tabor Black Overtheear Wireless Bluetooth Headphones,393,headphone,-12.97477846,0.736842105,0.002782498,0.038884794,-0.048995973
Lumix G 42.5mm f/1.7 ASPH. POWER O.I.S. Lens,394,"lens, camera",0.136350788,0.097744361,0.868479193,0.750061371,1.211505416
SanDisk 8GB Clip Jam MP3 Player (Pink),395,"player, ipod",0.252815422,0.255639098,0.666049714,0.497662075,0.658692824
Details About Midland Wr120c Noaa Weather Alert Radio,396,"radio, portable, satellite",-0.224826389,0.552631579,-0.082051282,-0.100498575,0.033380817
Bose® - QuietComfort® 20 Headphones (Android) - Black,397,"headphone, earbud, bluetooth",1.097761216,4.588498344,0.168880415,-0.016509955,0.040403277
VPL-HW45ES Full HD Home Theater Projector (Black),398,"projector, presentation, screen",-0.67927679,0.75708502,0.197509541,0.331673188,-0.177210806
WD - My Passport X 3TB External USB 3.0 Portable Hard Drive - Black,399,"drive, storage, hard",-0.583333333,1.252631579,-0.065124934,-0.103114478,0.030327788
"Samsung - 49 Class (48.5"" Diag.) - LED - 1080p - Smart - HDTV""",400,"tv, television, led",0.881064163,0.3,0.148287385,0.017636684,0.435502336
"iSimple - StrongHold Headrest Mount for Most 7 - 10.2"" Tablets - Black""",401,"car, gps, dash",8.5,0.552631579,-0.004761905,0.035714286,-0.07324263
Details About Seagate 1tb Internal Serial Ata Hard Drive For Laptops,402,"drive, storage, hard",-0.583333333,0.98245614,-0.111464708,-0.176485788,0.066182171
CORSAIR - MM800 Polaris RGB Gaming Mouse Pad - Black,403,"mouse, keyboard",-0.316831683,3.368421053,0.052631579,0.069306931,-0.004950495
Rugged Book Keyboard and Case for iPad Air 2,404,"keyboard, computer, mouse",-0.074354926,0.315789474,0.695336887,0.74703861,-0.163722121
ECOXGEAR ECOXBT Rugged and Waterproof Wireless Bluetooth Speaker (Orange),405,"speaker, portable, bluetooth",-0.907335907,10.78947368,0.113596491,0.216666667,-0.009552846
ProSafe 16-Port 10/100 Desktop Switch,406,"networking, adapter, switch",-0.733654618,1.003508772,0.339390142,0.588385287,-0.248124533
Sony - Over-the-Ear Hi-Res Headphones - Black,407,headphone,0.651860171,0.830940989,0.078577891,0.027356093,0.061643123
V-MODA - CROSSFADE M-100 Over-the-Ear Headphones - Black,408,headphone,-0.202723205,1.013157895,0.664306726,0.798977114,-0.132921422
1506TSA Lock,409,"tablet, computer, ipad",0.323839446,1.394736842,0.560387621,0.378912004,0.130114593
CybertronPC - Rhodium Desktop - AMD FX-Series - 16GB Memory - NVIDIA GeForce GTX 1050 - 2TB Hard Drive - Green,410,desktop,-2.930948637,0.140350877,-0.033811802,-0.132912458,0.706092172
NETGEAR AC1000 Dual Band Smart WiFi Router,411,"networking, modem, router",-1.120198675,2.385964912,0.043859649,0.09299117,-0.020591887
"Startech VGA Video Extender Over Cat5, Point to Point",412,"cable, tv, theater",-1.164216213,0.063157895,-0.033898289,-0.073363227,0.624861512
Canon EF 100mm f/2.8L IS USM Macro Lens for Canon Digital SLR Cameras,413,"lens, camera",1,0.339181287,0.016746411,-3.47E-18,0.049373041
Details About Logitech G403 Prodigy Wireless Gaming Mouse,414,"mouse, keyboard",0.762702366,4.934210526,0.478258145,0.113489526,0.07392644
SiriusXM SXEZR1H1 XM Onyx EZR Satellite Radio with Free 3 Months Satellite and Streaming Service,415,"radio, portable, satellite",-1.11658912,4.263157895,0.359102885,0.76007326,-0.094054779
"Kicker 41IK5BT2V2 Amphitheater High-Performance Audio System with Bluetooth, Black",416,"speaker, audio",-0.650833613,0.526315789,0.041478697,0.068474427,-0.051291887
Details About Zmodo Hd Wifi Home Security Camera Twoway Audio Motion Detection Cloud Service,417,"security, surveillance, camera",0.204013752,1.327935223,-0.068147736,-0.05424466,-0.010469694
SUT670P Slim Tilting Wall Mount for 32 to 80 Displays (Black),418,"mount, tv, stand",0.392005304,0.157894737,0.124129611,0.075470145,0.308176618
J5205 32-Class Full HD Smart LED TV,419,"tv, television, led",1.156465302,4.144967682,-0.041167734,0.006441322,-0.01148599
Sony XBR55X700D 55-Inch 4K Ultra HD Smart LED TV (2016 Model),420,"tv, 4k, television",-0.580282595,1.052631579,0.105466369,0.166666667,-0.058140283
Acer Predator G1-710 Desktop Computer - Intel Core i7-6700 3.4 GHz - 16 GB DDR4 SDRAM - 2 TB HDD + 512 GB SSD,421,desktop,-0.43130227,8,-0.089647195,-0.128312234,0.00483313
SiriusXM SXEZR1V1 XM Onyx EZR Satellite Radio Receiver with Vehicle Kit,422,"radio, portable, satellite",-0.727272727,7.157894737,0.036682616,0.063360882,-0.003727111
"Monster SuperStar BackFloat High-Definition Bluetooth Speaker, Neon Green",423,"speaker, portable, bluetooth",1.468913147,10.52631579,-0.030701754,0.014396456,-0.00428433
